Index	Author	MemberID	First/Last Author	Authors	Title	Citation	Year	PMID	Tumor Type(s)
769	Gingeras, Thomas	7		Deng, X. and Hiatt, J. B. and Nguyen, D. K. and Ercan, S. and Sturgill, D. and Hillier, L. W. and Schlesinger, F. and Davis, C. A. and Reinke, V. J. and Gingeras, T. R. and Shendure, J. and Waterston, R. H. and Oliver, B. and Lieb, J. D. and Disteche, C. M. 	Balance of the x restored: evidence for compensatory upregulation of expressed X-linked genes in mammals, Caenorhabditis elegans and Drosophila melanogaster. 	Nature Genetics, 43(12) pp. 1179-85.	2011	22019781	
770	Hannon, Gregory	10		Choi, Y. J. and Lin, C. P. and Ho, J. J. and He, X. and Okada, N. and Bu, P. and Zhong, Y. and Kim, S. Y. and Bennett, M. J. and Chen, C. and Ozturk, A. and Hicks, G. G. and Hannon, G. J. and He, L. 	MiR-34 miRNAs provide a barrier for somatic cell reprogramming. 	Nature Cell Biology, 13(11) pp. 1353-1360.	2011	22020437	
771	Knisely, Jonathan	175		Rauch PJ, Park HS, Knisely JP, Chiang VL, Vortmeyer AO.	Delayed radiation-induced vasculitic leukoencephalopathy.	Int J Radiat Oncol Biol Phys. 2012 May 1;83(1):369-75.	2012	22024206	
772	Huang, Z. Josh	43		Eggan, S. M. and Lazarus, M. S. and Stoyak, S. R. and Volk, D. W. and Glausier, J. R. and Huang, Z. J. and Lewis, D. A. 	Cortical glutamic acid decarboxylase 67 deficiency results in lower cannabinoid 1 receptor messenger RNA expression: Implications for schizophrenia.	Biological Psychiatry, 71(2) pp. 114-119.	2012	22036037	
773	Lyon, Gholson	51	F	Lyon, Gholson J. 	Personal account of the discovery of a new disease using next-generation sequencing. Interview by Natalie Harrison. 	Pharmacogenomics, 12(11) pp. 1519-1523.	2011	22044413	
774	Krainer, Adrian R.	14	L	Wang, Z. X. and Chatterjee, D. and Jeon, H. Y. and Akerman, M. and Vander Heiden, M. G. and Cantley, L. C. and Krainer, A. R. 	Exon-centric regulation of pyruvate kinase M alternative splicing via mutually exclusive exons. 	Journal of Molecular Cell Biology, 4(2) pp. 79-87.	2012	22044881	
775	Lipton, Jeffrey;Vlachos, Adrianna	130;71		Farrar JE, Vlachos A, Atsidaftos E, Carlson-Donohoe H, Markello TC, Arceci RJ, Ellis SR, Lipton JM, Bodine DM.	Ribosomal protein gene deletions in Diamond-Blackfan anemia.	Blood. 2011 Dec 22;118(26):6943-51. 	2011	22045982	
776	Zhong, Yi	37	L	Shao, L. and Shuai, Y. and Wang, J. and Feng, S. and Lu, B. and Li, Z. and Zhao, Y. and Wang, L. and Zhong, Y. 	Schizophrenia susceptibility gene dysbindin regulates glutamatergic and dopaminergic functions via distinctive mechanisms in Drosophila.	Proceedings of the National Academy of Sciences of the United States of America, 108(46) pp. 18831-18836.	2011	22049342	
777	Acharya, Suchitra	131	F	Acharya SS.	Exploration of the pathogenesis of haemophilic joint arthropathy: understanding implications for optimal clinical management.	Br J Haematol. 2012 Jan;156(1):13-23.	2012	22050780	
778	McCombie, W. Richard	19		Varshney RK, Chen W, Li Y, Bharti AK, Saxena RK, Schlueter JA, Donoghue MT, Azam S, Fan G, Whaley AM, Farmer AD, Sheridan J, Iwata A, Tuteja R, Penmetsa RV, Wu W, Upadhyaya HD, Yang SP, Shah T, Saxena KB, Michael T, McCombie WR, Yang B, Zhang G, Yang H, Wang J, Spillane C, Cook DR, May GD, Xu X, Jackson SA.	Draft genome sequence of pigeonpea (Cajanus cajan), an orphan legume crop of resource-poor farmers.	Nat Biotechnol. 2011 Nov 6;30(1):83-9. 	2011	22057054	
779	Lesser, Martin	69		Wagner B, Meirowitz N, Shah J, Nanda D, Reggio L, Cohen P, Britt K, Kaufman L, Walia R, Bacote C, Lesser ML, Pekmezaris R, Fleischer A, Abrams KJ.	Comprehensive perinatal safety initiative to reduce adverse obstetric events.	J Healthc Qual. 2012 Jan-Feb;34(1):6-15. 	2012	22060764	
780	Koulakov, Alexei	47		Triplett JW, Pfeiffenberger C, Yamada J, Stafford BK, Sweeney NT, Litke AM, Sher A, Koulakov AA, Feldheim DA.	Competition is a driving force in topographic mapping.	Proc Natl Acad Sci U S A. 2011 Nov 22;108(47):19060-5. 	2011	22065784	
781	Boockvar, John Andrew	189	L	Berry N, Gursel DB, Boockvar JA.	Direct conversion of human fibroblasts to functional neurons in one step.	Neurosurgery. 2011 Dec;69(6):N18.	2011	22067346	
782	Siepel, Adam	24		Kostka, D. and Hubisz, M. J. and Siepel, A. and Pollard, K. S. 	The role of GC-biased gene conversion in shaping the fastest evolving regions of the human genome. 	Mol Biol Evol, 29(3) pp. 1047-57.	2012	22075116	
783	Huang, Z. Josh	43		Mitchell, K. J. and Huang, Z. J. and Moghaddam, B. and Sawa, A. 	Following the genes: A framework for animal modeling of psychiatric disorders. 	BMC Biology, 9(11) pp. Article 76.	2011	22078115	
784	Joshua-Tor, Leemor	12	L	Schalch, T. and Job, G. and Shanker, S. and Partridge, J. F. and Joshua-Tor, L. 	The Chp1-Tas3 core is a multifunctional platform critical for gene silencing by RITS. 	Nature Structural and Molecular Biology, 18(12) pp. 1351-1357.	2011	22081013	
785	Fein Levy, Carolyn	91		Sethna CB, Reddy K, Fein-Levy C, Trachtman H.	Nephrotic-range proteinuria in a child with retinoic acid syndrome.	Pediatr Nephrol. 2012 Mar;27(3):485-8.	2012	22081164	
786	Tanna, Neil	198	F	Tanna N, Boyd JB, Kawamoto HK, Miller TA, Da Lio AL, Azhar H, Bradley JP.	Reconstructive surgery training: increased operative volume in plastic surgery residency programs.	Plast Reconstr Surg. 2012 Mar;129(3):781-8. 	2012	22090250	
787	Hannon, Gregory	10		Muerdter, F. and Olovnikov, I. and Molaro, A. and Rozhkov, N. V. and Czech, B. and Gordon, A. and Hannon, G. J. and Aravin, A. A. 	Production of artificial piRNAs in flies and mice. 	RNA, 18(1) pp. 42-52.	2012	22096018	
788	Lesser, Martin	69		Huang W, Moisini I, Bethunaickan R, Sahu R, Akerman M, Eilat D, Lesser M, Davidson A.	BAFF/APRIL inhibition decreases selection of naive but not antigen-induced autoreactive B cells in murine systemic lupus erythematosus.	J Immunol. 2011 Dec 15;187(12):6571-80. 	2011	22102726	
789	Lesser, Martin	69		Digwood G, Lustbader D, Pekmezaris R, Lesser ML, Walia R, Frankenthaler M, Hussain E.	The impact of a palliative care unit on mortality rate and length of stay for medical intensive care unit patients.	Palliat Support Care. 2011 Dec;9(4):387-92.	2011	22104414	
790	Lesser, Martin	69	L	Lustbader D, Pekmezaris R, Frankenthaler M, Walia R, Smith F, Hussain E, Napolitano B, Lesser M.	Palliative medicine consultation impacts DNR designation and length of stay for terminal medical MICU patients.	Palliat Support Care. 2011 Dec;9(4):401-6.	2011	22104416	
791	Furukawa, Hiro	41	F	Furukawa, H. 	Structure and function of glutamate receptor amino terminal domains. 	Journal of Physiology, 590(1) pp. 63-72.	2012	22106178	
792	Steinberg, Bettie	82	L	Lucs AV, Wu R, Mullooly V, Abramson AL, Steinberg BM.	Constitutive overexpression of the oncogene Rac1 in the airway of recurrent respiratory papillomatosis patients is a targetable host-susceptibility factor.	Mol Med. 2012 Mar 30;18:244-9.	2012	22113496	
793	Brenner, Arnold	86	F	Brenner AI, Koshy J, Morey J, Lin C, DiPoce J.	The bone scan.	Semin Nucl Med. 2012 Jan;42(1):11-26.	2012	22117809	
794	Schatz, Michael	23		Donia, M. S. and Fricke, W. F. and Partensky, F. and Cox, J. and Elshahawi, S. I. and White, J. R. and Phillippy, A. M. and Schatz, M. C. and Piel, J. and Haygood, M. G. and Ravel, J. and Schmidt, E. W. 	Complex microbiome underlying secondary and primary metabolism in the tunicate-Prochloron symbiosis. 	Proceedings of the National Academy of Sciences of the United States of America, 108(51) pp. E1423-E1432.	2011	22123943	
795	Zhong, Yi	37	L	Shuai, Y. C. and Hu, Y. and Qin, H. T. and Campbell, R. A. A. and Zhong, Y. 	Distinct molecular underpinnings of Drosophila olfactory trace conditioning. 	Proceedings of the National Academy of Sciences of the United States of America, 108(50) pp. 20201-20206.	2011	22123966	
796	Gingeras, Thomas	7	L	Lasa, I. and Toledo-Arana, A. and Dobin, A. and Villanueva, M. and de los Mozos, I. R. and Vergara-Irigaray, M. and Segura, V. and Fagegaltier, D. and Penades, J. R. and Valle, J. and Solano, C. and Gingeras, T. R. 	Genome-wide antisense transcription drives mRNA processing in bacteria. 	Proceedings of the National Academy of Sciences of the United States of America, 108(50) pp. 20172-20177.	2011	22123973	
797	Kavoussi, Louis	66	F	Kavoussi LR.	Editorial comment.	Urology. 2011 Dec;78(6):1217;author reply 1217-8.	2011	22137688	
798	Lyon, Gholson	51		Elia, J. and Glessner, J. T. and Wang, K. and Takahashi, N. and Shtir, C. J. and Hadley, D. and Sleiman, P. M. A. and Zhang, H. and Kim, C. E. and Robison, R. and Lyon, G. J. and Flory, J. H. and Bradfield, J. P. and Imielinski, M. and Hou, C. and Frackelton, E. C. and Chiavacci, R. M. and Sakurai, T. and Rabin, C. and Middleton, F. A. and Thomas, K. A. and Garris, M. and Mentch, F. and Freitag, C. M. and Steinhausen, H. C. and Todorov, A. A. and Reif, A. and Rothenberger, A. and Franke, B. and Mick, E. O. and Roeyers, H. and Buitelaar, J. and Lesch, K. P. and Banaschewski, T. and Ebstein, R. P. and Mulas, F. and Oades, R. D. and Sergeant, J. and Sonuga-Barke, E. and Renner, T. J. and Romanos, M. and Romanos, J. and Warnke, A. and Walitza, S. and Meyer, J. and Pálmason, H. and Seitz, C. and Loo, S. K. and Smalley, S. L. and Biederman, J. and Kent, L. and Asherson, P. and Anney, R. J. L. and Gaynor, J. W. and Shaw, P. and Devoto, M. and White, P. S. and Grant, S. F. A. and Buxbaum, J. D. and Rapoport, J. L. and Williams, N. M. and Nelson, S. F. and Faraone, S. V. and Hakonarson, H. 	Genome-wide copy number variation study associates metabotropic glutamate receptor gene networks with attention deficit hyperactivity disorder. 	Nature Genetics, 44(1) pp. 78-84.	2012	22138692	
799	Hannon, Gregory	10		Tessanne, K. and Golding, M. C. and Long, C. R. and Peoples, M. D. and Hannon, G. and Westhusin, M. E. 	Production of transgenic calves expressing an shRNA targeting myostatin.	Molecular Reproduction and Development, 79(3) pp. 176-185.	2012	22139943	
800	Jackson, David	45	L	Eveland, A. L. and Jackson, D. P. 	Sugars, signalling, and plant development. 	Journal of Experimental Botany, 63(9) pp. 3367-3377.	2012	22140246	
801	Timmermans, Marja	55	L	Javelle, M. and Marco, C. F. and Timmermans, M. 	In Situ Hybridization for the Precise Localization of Transcripts in Plants.	J Vis Exp. 2011 Nov 23;(57):e3328.	2011	22143276	
802	Schatz, Michael	23		Salzberg, S. L. and Phillippy, A. M. and Zimin, A. and Puiu, D. and Magoc, T. and Koren, S. and Treangen, T. J. and Schatz, M. C. and Delcher, A. L. and Roberts, M. and Marcais, G. and Pop, M. and Yorke, J. A. 	GAGE: A critical evaluation of genome assemblies and assembly algorithms. 	Genome Res, 22(3) pp. 557-67.	2012	22147368	
803	Moldwin, Robert	201		Nickel JC, Tripp DA, Pontari M, Moldwin R, Mayer R, Carr LK, Doggweiler R, Yang CC, Mishra N, Nordling J.	Childhood sexual trauma in women with interstitial cystitis/bladder pain syndrome: a case control study.	Can Urol Assoc J. 2011 Dec;5(6):410-5. 	2011	22154637	
804	Gillis, Jesse	42		Paus, T. and Bernard, M. and Chakravarty, M. M. and Davey Smith, G. and Gillis, J. and Lourdusamy, A. and Melka, M. G. and Leonard, G. and Pavlidis, P. and Perron, M. and Pike, G. B. and Richer, L. and Schumann, G. and Timpson, N. and Toro, R. and Veillette, S. and Pausova, Z. 	KCTD8 gene and brain growth in adverse intrauterine environment: A genome-wide association study. 	Cerebral Cortex, 22(11) pp. 2634-2642.	2012	22156575	
805	Van Aelst, Linda	33		Kang, H. and Davis-Dusenbery, B. N. and Nguyen, P. H. and Lal, A. and Lieberman, J. and Van Aelst, L. and Lagna, G. and Hata, A. 	Bone morphogenetic protein 4 promotes vascular smooth muscle contractility by activating microRNA-21 (miR-21), which down-regulates expression of family of dedicator of cytokinesis (DOCK) proteins. 	Journal of Biological Chemistry, 287(6) pp. 3976-3986.	2012	22158624	
806	Tonks, Nicholas;Pappin, Darryl	29;21	L	Krishnan, N. and Fu, C. and Pappin, D. J. and Tonks, N. K. 	H2S-induced sulfhydration of the phosphatase PTP1B and its role in the endoplasmic reticulum stress response. 	Sci Signal. 2011 Dec 13;4(203):ra86.	2011	22169477	
807	Stillman, Bruce	28		Nakano S, Stillman B, Horvitz HR.	Replication-coupled chromatin assembly generates a neuronal bilateral asymmetry in C. elegans.	Cell. 2011 Dec 23;147(7):1525-36.	2011	22177093	
808	Okeke, Zeph	200		Duty B, Okhunov Z, Okeke Z, Smith A.	Medical malpractice in endourology: analysis of closed cases from the State of New York.	J Urol. 2012 Feb;187(2):528-32. 	2012	22177166	
809	Osten, Pavel	53	L	Glajch, K. E. and Fleming, S. M. and Surmeier, D. J. and Osten, P. 	Sensorimotor assessment of the unilateral 6-hydroxydopamine mouse model of Parkinson's disease. 	Behavioural Brain Research, 230(2) pp. 309-316.	2012	22178078	
810	Lipton, Jeffrey;Appiah-Kubi, Abena	71;133	F/L	Appiah-Kubi A, Lipton JM.	The long road to the cure of sickle cell anemia: reflections on race and medicine in America.	Pediatr Blood Cancer. 2012 Apr;58(4):485-6.	2012	22183942	
811	Krainer, Adrian R.	14	L	Sun, S. Y. and Zhang, Z. and Fregoso, O. and Krainer, A. R. 	Mechanisms of activation and repression by the alternative splicing factors RBFOX1/2. 	RNA, 18(2) pp. 274-283.	2012	22184459	
812	Tanna, Neil	198	F	Tanna N, Clayton JL, Roostaeian J, Perry AD, Crisera CA.	The volume-outcome relationship for immediate breast reconstruction.	Plast Reconstr Surg. 2012 Jan;129(1):19-24. 	2012	22186497	
813	Tanna, Neil	198		Perry AD, Wan DC, Shih H, Tanna N, Bradley JP.	Open reduction and internal fixation of mandibular angle fractures using temporary Kirschner wire fixation.	Plast Reconstr Surg. 2012 Jan;129(1):192e-194e. 	2012	22186559	
814	Lesser, Martin	69		Sam S, Pekmezaris R, Nouryan CN, Tan R, Conrardy A, Ward MF, Schwalberg A, Vij B, Silverman H, Guzik HJ, Lesser ML, Wolf-Klein GP.	Survey of emergency medical services professionals' experience with advance directives and medical orders for life-sustaining treatment.	J Am Geriatr Soc. 2011 Dec;59(12):2383-4.	2011	22188088	
815	Lesser, Martin	69		Ireifej S, Marino DJ, Loughin CA, Lesser ML, Akerman M.	Risk factors and clinical relevance of positive intraoperative bacterial cultures in dogs with total hip replacement.	Vet Surg. 2012 Jan;41(1):63-8. 	2012	22188365	
816	Lipton, Jeffrey;Liu, Johnson	72;71	F	Liu JM, Lipton JM, Mani S.	Sixth International Congress on Shwachman-Diamond syndrome: from patients to genes and back.	Ann N Y Acad Sci. 2011 Dec;1242:26-39. 	2011	22191554	
817	Liu, Johnson	72	L	Dror Y, Donadieu J, Koglmeier J, Dodge J, Toiviainen-Salo S, Makitie O, Kerr E, Zeidler C, Shimamura A, Shah N, Cipolli M, Kuijpers T, Durie P, Rommens J, Siderius L, Liu JM.	Draft consensus guidelines for diagnosis and treatment of Shwachman-Diamond syndrome.	Ann N Y Acad Sci. 2011 Dec;1242:40-55.	2011	22191555	
818	Kavoussi, Louis	66	L	Bin X, Bo Y, Dan S, Okhunov Z, Ghiraldi E, Huiqing W, Friedlander J, Liang X, Yinghao S, Kavoussi LR.	A novel transvesical port for natural orifice translumenal endoscopic surgery.	J Endourol. 2012 Mar;26(3):219-23.	2012	22191577	
819	Blei, Francine	118	F	Blei F.	Lymphatic Research and Biology. Special issue on lymphangiomatosis. Introduction.	Lymphat Res Biol. 2011;9(4):183.	2011	22196282	
820	Blei, Francine	118	F	Blei F.	Lymphangiomatosis: clinical overview.	Lymphat Res Biol. 2011;9(4):185-90. 	2011	22196283	
821	Schatz, Michael	23	F	Schatz, M. C. and Phillippy, A. M. and Sommer, D. D. and Delcher, A. L. and Puiu, D. and Narzisi, G. and Salzberg, S. L. and Pop, M. 	Hawkeye and AMOS: Visualizing and assessing the quality of genome assemblies. 	Briefings in Bioinformatics, 14(2) pp. 213-224.	2013	22199379	
822	Schatz, Michael;Lippman, Zachary	23;50	L	Park, S. J. and Jiang, K. and Schatz, M. C. and Lippman, Z. B. 	Rate of meristem maturation determines inflorescence architecture in tomato. 	Proceedings of the National Academy of Sciences of the United States of America, 109(2) pp. 639-44.	2012	22203998	
823	Lesser, Martin	69		Marino DJ, Loughin CA, Dewey CW, Marino LJ, Sackman JJ, Lesser ML, Akerman MB.	Morphometric features of the craniocervical junction region in dogs with suspected Chiari-like malformation determined by combined use of magnetic resonance imaging and computed tomography.	Am J Vet Res. 2012 Jan;73(1):105-11.	2012	22204295	
824	Wigler, Michael;Levy, Dan	34;48		Lee, Y. H. and Ronemus, M. and Kendall, J. and Lakshmi, B. and Leotta, A. and Levy, D. and Esposito, D. and Grubor, V. and Ye, K. and Wigler, M. and Yamrom, B. 	Reducing system noise in copy number data using principal components of self-self hybridizations.	Proceedings of the National Academy of Sciences of the United States of America, 109(3) pp. E103-E110.	2012	22207624	
825	Timmermans, Marja	55	L	Skopelitis, D. S. and Husbands, A. Y. and Timmermans, M. C. 	Plant small RNAs as morphogens. 	Current Opinion in Cell Biology, 24(2) pp. 217-224.	2012	22209728	
826	Goldberg, Gabrielle			Kelley AS, Back AL, Arnold RM, Goldberg GR, Lim BB, Litrivis E, Smith CB, O'Neill LB.	Geritalk: communication skills training for geriatric and palliative medicine fellows.	J Am Geriatr Soc. 2012 Feb;60(2):332-7. 	2012	22211768	
827	Gillis, Jesse	42		Mistry, M. and Gillis, J. and Pavlidis, P. 	Genome-wide expression profiling of schizophrenia using a large combined cohort. 	Molecular Psychiatry, 18(2) pp. 215-225.	2013	22212594	
828	Trotman, Lloyd	30		Howitt, J. and Lackovic, J. and Low, L. H. and Naguib, A. and Macintyre, A. and Goh, C. P. and Callaway, J. K. and Hammond, V. and Thomas, T. and Dixon, M. and Putz, U. and Silke, J. and Bartlett, P. and Yang, B. L. and Kumar, S. and Trotman, L. C. and Tan, S. S. 	Ndfip1 regulates nuclear Pten import in vivo to promote neuronal survival following cerebral ischemia. 	Journal of Cell Biology, 196(1) pp. 29-36.	2012	22213801	
829	Huang, Z. Josh	43	L	Wu, X. and Fu, Y. and Knott, G. and Lu, J. and Di Cristo, G. and Huang, Z. J. 	GABA Signaling Promotes Synapse Elimination and Axon Pruning in Developing Cortical Inhibitory Interneurons.	Journal of Neuroscience, 32(1) pp. 331-43.	2012	22219294	
830	Hannon, Gregory	10		Tan, X. and Lu, Z. J. and Gao, G. and Xu, Q. and Hu, L. and Fellmann, C. and Li, M. Z. and Qu, H. and Lowe, S. W. and Hannon, G. J. and Elledge, S. J. 	Tiling genomes of pathogenic viruses identifies potent antiviral shRNAs and reveals a role for secondary structure in shRNA efficacy. 	Proceedings of the National Academy of Sciences of the United States of America, 109(3) pp. 869-874.	2012	22219365	
831	Mitra, Partha P.	52	L	Helmstaedter, M. and Mitra, P. P. 	Computational methods and challenges for large-scale circuit mapping. 	Current Opinion in Neurobiology, 22(1) pp. 162-169.	2012	22221862	
832	Lesser, Martin	69		Barnett BJ, Nunberg S, Tai J, Lesser ML, Fridman V, Nichols P, Powell R, Silverman R.	Oral and tympanic membrane temperatures are inaccurate to identify Fever in emergency department adults.	West J Emerg Med. 2011 Nov;12(4):505-11.	2011	22224147	
