Serial.Number	Project.Title	Tumor.Type	Administering..IC	Application.ID	Project.Number	Type	Activity	IC	Support.Year	Suffix	Subproject.Number	Contact.PI..Person.ID	Contact.PI...Project.Leader	PI.Trim	MemberID	Other.PI.or.Project.Leader.s.	Organization.Name	ARRA.Indicator	FY	FY.Total.Cost	FY.Total.Cost...Sub.Projects.	FY.Total
180996	CANCER GENOMICS:INTEGRATIVE AND SCALABLE SOLUTIONS IN R / BIOCONDUCTOR		NCI	8787350	1U24CA180996-01A1	1	U24	CA	1	A1	NA	9988122	MORGAN, MARTIN T	MORGAN, MARTIN T	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	749248	NA	749248
4059	BIOCONDUCTOR: AN OPEN COMPUTING RESOURCE FOR GENOMICS		NHGRI	8641409	5U41HG004059-09	5	U41	HG	9		NA	9988122	MORGAN, MARTIN T	MORGAN, MARTIN T	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	1169604	NA	1169604
7591	EXPLOITING MECHANISMS OF RESPONSE AND RESISTANCE TO NEXT GENERATION ANDROGEN PATHWAY ANTAGONISTS		NCI	8933577	5P50CA097186-12	5	P50	CA	12		7591	1900872	MOSTAGHEL, ELAHE A	MOSTAGHEL, ELAHE A	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	119938	119938
73024	PREGNANCY OUTCOMES IN WOMEN WITH DISABILITIES: EXPLORATORY RESEARCH		NICHD	8651932	5R21HD073024-02	5	R21	HD	2		NA	1901141	MUELLER, BETH A	MUELLER, BETH A	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	250387	NA	250387
NA	IGF::OT::IGF LEUKOCYTE TELOMERE DYNAMICS; CARDIOVASCULAR AGING AND SURVIVAL IN THE WOMEN'S HEALTH INITIATIVE LONG LIFE STUDY		NHLBI	8947309	268201300007C-2-0-2	NA	N01		NA		NA	12246679	N/A, N/A 	N/A, N/A	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	710909	NA	710909
117737	MICROCHIMERISM AS ALLOIMMUNITY		NHLBI	8629071	2R01HL117737-15A1	2	R01	HL	15	A1	NA	1884131	NELSON, J. LEE 	NELSON, J. LEE	NA	DELANEY, COLLEEN 	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	581476	NA	581476
7590	CLINICAL DEVELOPMENT OF THERAPEUTIC STRATEGIES TARGETING DAMAGE RESPONSES IN THE PROSTATE TUMOR MICROENVIRONMENT		NCI	8933576	5P50CA097186-12	5	P50	CA	12		7590	1901168	NELSON, PETER S.	NELSON, PETER S.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	158023	158023
7592	LEADERSHIP AND ADMINISTRATION		NCI	8933578	5P50CA097186-12	5	P50	CA	12		7592	1901168	NELSON, PETER S.	NELSON, PETER S.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	289452	289452
7596	DEVELOPMENTAL RESEARCH PROGRAM		NCI	8933582	5P50CA097186-12	5	P50	CA	12		7596	1901168	NELSON, PETER S.	NELSON, PETER S.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	165573	165573
97186	THE PACIFIC NORTHWEST PROSTATE CANCER SPORE		NCI	8735846	5P50CA097186-12	5	P50	CA	12		NA	1901168	NELSON, PETER S.	NELSON, PETER S.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	2161845	NA	2161845
165573	RESISTANCE TO CANCER THERAPEUTICS THROUGH MICROENVIRONMENT DAMAGE RESPONSES.		NCI	8606441	5R01CA165573-03	5	R01	CA	3		NA	1901168	NELSON, PETER S.	NELSON, PETER S.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	354244	NA	354244
181605	NON INVASIVE BIOMARKERS FOR DIAGNOSING CLINICALLY SIGNIFICANT PROSTATE CANCER		NCI	8613360	1R01CA181605-01	1	R01	CA	1		NA	1901168	NELSON, PETER S.	NELSON, PETER S.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	370588	NA	370588
6184	METABOLIC RESPONSE TO WESTERN VS INDIGENOUS DIETS IN HISPANIC WOMEN		NCI	8725069	5P50CA148143-05	5	P50	CA	5		6184	6954985	NEUHOUSER, MARIAN L	NEUHOUSER, MARIAN L	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	129924	129924
167696	INTERACTION OF VITAMIN D & VITAMIN A WITH LUNG CANCER RISK IN NON-SMOKING FEMALES		NCI	8601154	5R03CA167696-02	5	R03	CA	2		NA	6954985	NEUHOUSER, MARIAN L	NEUHOUSER, MARIAN L	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	85360	NA	85360
103674	EATING FREQUENCY AND ITS INFLUENCE ON SATIETY AND BIOMARKERS OF HEALTH & DISEASE		NIDDK	8798420	1R01DK103674-01	1	R01	DK	1		NA	6954985	NEUHOUSER, MARIAN L	NEUHOUSER, MARIAN L	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	406078	NA	406078
152715	CANCER SURVIVORSHIP: DECREASING THE RISK OF COLON CANCER MORTALITY		NCI	8699022	5K05CA152715-05	5	K05	CA	5		NA	1860334	NEWCOMB, POLLY A.	NEWCOMB, POLLY A.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	109173	NA	109173
168338	A COHORT STUDY OF SESSILE SERRATED POLYPS AND SUBSEQUENT COLORECTAL NEOPLASIA		NCI	8655145	5R01CA168338-02	5	R01	CA	2		NA	1860334	NEWCOMB, POLLY A.	NEWCOMB, POLLY A.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	647425	NA	647425
170122	DEVELOPMENT OF A COMPREHENSIVE MODEL FOR COLORECTAL CANCER RISK PREDICTION		NCI	8720722	5R01CA170122-03	5	R01	CA	3		NA	1860334	NEWCOMB, POLLY A. 	NEWCOMB, POLLY A.	NA	JENKINS, MARK 	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	280342	NA	280342
176272	MOLECULAR CORRELATES OF OUTCOMES IN CLINICAL TRIALS OF COLON CANCER		NCI	8655147	5R01CA176272-02	5	R01	CA	2		NA	1860334	NEWCOMB, POLLY A. 	NEWCOMB, POLLY A.	NA	CHAN, ANDREW T	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	611147	NA	611147
9189	DEFINING THE IMPACT OF LIPID SYNTHESIS AND TURNOVER ON AGING IN C. ELEGANS		OD	8715428	5DP5OD009189-04	5	DP5	OD	4		NA	10782281	OLSEN, CARISSA 	OLSEN, CARISSA	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	440000	NA	440000
114567	TARGETED THERAPY IN EX VIVO MEDULLOBLASTOMA/PNET		NCI	8633417	5R01CA114567-08	5	R01	CA	8		NA	1904823	OLSON, JAMES M	OLSON, JAMES M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	220474	NA	220474
135491	CHLOROTOXIN AS A TARGETING AGENT FOR CANCER THERAPIES		NCI	8762325	2R01CA135491-06	2	R01	CA	6		NA	1904823	OLSON, JAMES M	OLSON, JAMES M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	396000	NA	396000
155360	INFANT AND TODDLER BRAIN TUMORS		NCI	8633426	5R01CA155360-04	5	R01	CA	4		NA	1904823	OLSON, JAMES M	OLSON, JAMES M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	354244	NA	354244
38518	EARLY AND REINFECTION IN HIGH RISK WOMEN		NIAID	8628021	5R37AI038518-20	5	R37	AI	20		NA	2433259	OVERBAUGH, JULIE M.	OVERBAUGH, JULIE M.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	694606	NA	694606
76105	THE ROLE OF ANTIBODIES IN MOTHER TO CHILD HIV TRANSMISSION		NIAID	8685874	5R01AI076105-07	5	R01	AI	7		NA	2433259	OVERBAUGH, JULIE M.	OVERBAUGH, JULIE M.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	575449	NA	575449
103981	CHARACTERIZATION OF HIV-1 ANTIBODY RESPONSES IN CHRONICALLY INFECTED WOMEN		NIAID	8705257	5R01AI103981-08	5	R01	AI	8		NA	2433259	OVERBAUGH, JULIE M.	OVERBAUGH, JULIE M.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	673805	NA	673805
6052	CORE F: CANINE CELL & MOLECULAR RESOURCES		NIDDK	8698733	5P30DK056465-16	5	P30	DK	16		6052	8074148	PADDISON, PATRICK 	PADDISON, PATRICK	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	169254	169254
8452	RADIOIMMUNOTHERAPY FOR LEUKEMIA		NCI	8719023	5P01CA044991-26	5	P01	CA	26		8452	1931663	PAGEL, JOHN M.	PAGEL, JOHN M.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	267368	267368
5391	CORE B: PHARMACEUTICAL PRODUCTION		NCI	8742468	2P01CA078902-16	2	P01	CA	16		5391	1931663	PAGEL, JOHN M.	PAGEL, JOHN M.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	322320	322320
97083	REGULATION OF MEMBRANE-CORTICAL CYTOSKELETON CROSSTALK BY WASH		NIGMS	8687673	5R01GM097083-04	5	R01	GM	4		NA	1864696	PARKHURST, SUSAN M	PARKHURST, SUSAN M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	350508	NA	350508
101832	DISCOVERING TISSUE-SPECIFIC BIOMARKERS OF RADIATION INJURY IN SILAC-LABELED MICE		NIAID	8662694	5R01AI101832-03	5	R01	AI	3		NA	1929009	PAULOVICH, AMANDA G	PAULOVICH, AMANDA G	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	440000	NA	440000
6632	POPULATION-BASED STUDY OF DNA DAMAGE RESPONSE MARKERS OF PROGNOSIS IN BREAST CANC		NCI	8728124	5P50CA138293-05	5	P50	CA	5		6632	1929009	PAULOVICH, AMANDA G	PAULOVICH, AMANDA G	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	141126	141126
173300	ADVANCED DEVELOPMENT OF IMMUNO-MRM TECHNOLOGY TO ANALYZE ARCHIVED CANCER TISSUES		NCI	8723136	5R33CA173300-02	5	R33	CA	2		NA	1929009	PAULOVICH, AMANDA G	PAULOVICH, AMANDA G	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	399609	NA	399609
54438	STATISTICAL METHODS FOR MEDICAL TESTS AND BIOMARKERS		NIGMS	8649047	5R01GM054438-17	5	R01	GM	17		NA	1893639	PEPE, MARGARET S.	PEPE, MARGARET S.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	333535	NA	333535
120582	PROSPECTIVE STUDY ON SELENIUM; GENECTICS OF SELENOENZYMES; AND COLORECTAL CANCER		NCI	8690787	5R01CA120582-08	5	R01	CA	8		NA	8211602	PETERS, ULRIKE 	PETERS, ULRIKE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	17358	NA	17358
137088	MOLECULAR PATHOLOGICAL EPIDEMIOLOGY OF COLORECTAL CANCER		NCI	8760147	2U01CA137088-05	2	U01	CA	5		NA	8211602	PETERS, ULRIKE 	PETERS, ULRIKE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	2293434	NA	2293434
164930	DETECTION OF COLORECTAL CANCER SUSCEPTIBILITY LOCI USING GENOME-WIDE SEQUENCING		NCI	8726738	5U01CA164930-03	5	U01	CA	3		NA	8211602	PETERS, ULRIKE 	PETERS, ULRIKE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	3089802	NA	3089802
185094	COLORECTAL TUMOR RISK PREDICTION IN THE PLCO TRIAL		NCI	8810505	1U01CA185094-01A1	1	U01	CA	1	A1	NA	8211602	PETERS, ULRIKE 	PETERS, ULRIKE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	736996	NA	736996
69197	HEMATOPOIETIC STEM CELL AND CORD BLOOD TRANSPLANTATION		NIAID	8705989	5U01AI069197-10	5	U01	AI	10		NA	1938880	PETERSDORF, EFFIE W	PETERSDORF, EFFIE W	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	936216	NA	936216
5851	IMMUNOGENETICS OF GRAFT-VERSUS-HOST DISEASE		NCI	8733523	5P01CA018029-39	5	P01	CA	39		5851	1938880	PETERSDORF, EFFIE W	PETERSDORF, EFFIE W	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	2035982	2035982
100019	CLINICAL SIGNIFICANCE OF MHC HAPLOTYPES IN HCT		NCI	8716678	5R01CA100019-12	5	R01	CA	12		NA	1938880	PETERSDORF, EFFIE W	PETERSDORF, EFFIE W	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	324901	NA	324901
162194	GENETIC MECHANISMS OF SURVIVORSHIP DISPARITIES AFTER UNRELATED HCT		NCI	8707404	5U01CA162194-04	5	U01	CA	4		NA	1938880	PETERSDORF, EFFIE W	PETERSDORF, EFFIE W	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	340670	NA	340670
82569	PROACTIVE SMOKING CESSATION FOR ADOLESCENTS		NCI	8587465	5R01CA082569-13	5	R01	CA	13		NA	1863977	PETERSON, ARTHUR V	PETERSON, ARTHUR V	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	905059	NA	905059
172298	LIFESTYLE FACTORS AND SURVIVAL OUTCOMES FOR COLORECTAL CANCER MOLECULAR SUBTYPES		NCI	8618874	5K07CA172298-02	5	K07	CA	2		NA	9106040	PHIPPS, AMANDA IRENE	PHIPPS, AMANDA IRENE	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	96664	NA	96664
150931	HUMAN HERPESVIRUS-8 REPLICATION AND KAPOSI SARCOMA RESPONSE TO TREATMENT		NCI	8700130	5K23CA150931-04	5	K23	CA	4		NA	9727233	PHIPPS, WARREN 	PHIPPS, WARREN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	144967	NA	144967
175167	ADOPTIVE T CELL THERAPY FOR PATIENTS WITH NY-ESO-1 EXPRESSING SARCOMAS		NCI	8725610	5K23CA175167-02	5	K23	CA	2		NA	10327418	POLLACK, SETH M	POLLACK, SETH M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	171720	NA	171720
6616	CYTOPLASMIC MISLOCALIZATION OF P27KIP1 AS A CAUSATIVE FACTOR AND PROGNOSTIC MARKE		NCI	8728121	5P50CA138293-05	5	P50	CA	5		6616	1879190	PORTER, PEGGY L.	PORTER, PEGGY L.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	226500	226500
6633	LEADERSHIP		NCI	8728125	5P50CA138293-05	5	P50	CA	5		6633	1879190	PORTER, PEGGY L.	PORTER, PEGGY L.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	132852	132852
6634	SPECIMEN ACQUISITION AND PATHOLOGY		NCI	8728126	5P50CA138293-05	5	P50	CA	5		6634	1879190	PORTER, PEGGY L.	PORTER, PEGGY L.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	237818	237818
6641	DEVELOPMENTAL RESEARCH PROGRAM		NCI	8728129	5P50CA138293-05	5	P50	CA	5		6641	1879190	PORTER, PEGGY L.	PORTER, PEGGY L.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	136330	136330
6644	CAREER DEVELOPMENT PROGRAM		NCI	8728130	5P50CA138293-05	5	P50	CA	5		6644	1879190	PORTER, PEGGY L.	PORTER, PEGGY L.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	81145	81145
138293	SEATTLE CANCER CONSORTIUM BREAST SPORE		NCI	8728120	5P50CA138293-05	5	P50	CA	5		NA	1879190	PORTER, PEGGY L.	PORTER, PEGGY L.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	2150779	NA	2150779
6186	RELATIONSHIP OF BREAST CANCER SUBTYPE; RISK FACTORS AND ANCESTRY IN HISPANIC A...		NCI	8725071	5P50CA148143-05	5	P50	CA	5		6186	1879190	PORTER, PEGGY L.	PORTER, PEGGY L.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	188847	188847
91701	T CELL IMMUNITY TO HSV-2 IN IMMUNE SERONEGATIVE SUBJECTS		NIAID	8650255	5R01AI091701-04	5	R01	AI	4		NA	6167536	POSAVAD, CHRISTINE M	POSAVAD, CHRISTINE M	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	420699	NA	420699
6126	CHRONIC DISEASE POPULATION RESEARCH ISSUES AND STRATEGIES		NCI	8692662	5P01CA053996-37	5	P01	CA	37		6126	1968026	PRENTICE, ROSS L	PRENTICE, ROSS L	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	183068	183068
6130	ADMINISTRATIVE CORE		NCI	8692665	5P01CA053996-37	5	P01	CA	37		6130	1968026	PRENTICE, ROSS L	PRENTICE, ROSS L	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	97494	97494
53996	STATISTICAL METHODS FOR MEDICAL STUDIES		NCI	8692661	5P01CA053996-37	5	P01	CA	37		NA	1968026	PRENTICE, ROSS L	PRENTICE, ROSS L	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	621714	NA	621714
119171	NUTRITION AND PHYSICAL ACTIVITY ASSESSMENT STUDY (NPAAS)		NCI	8665883	5R01CA119171-08	5	R01	CA	8		NA	1968026	PRENTICE, ROSS L 	PRENTICE, ROSS L	NA	LAMPE, JOHANNA W	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	136158	NA	136158
8454	PRETARGETED RADIOIMMUNOTHERAPY FOR HEMATOLOGIC MALIGNANCIES		NCI	8719025	5P01CA044991-26	5	P01	CA	26		8454	8259062	PRESS, OLIVER W.	PRESS, OLIVER W.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	304825	304825
8455	ADMINISTRATIVE AND STATISTICAL CORE		NCI	8719026	5P01CA044991-26	5	P01	CA	26		8455	8259062	PRESS, OLIVER W.	PRESS, OLIVER W.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	460927	460927
44991	THERAPY OF LYMPHOMA/LEUKEMIA WITH MONOCLONAL ANTIBODIES		NCI	8719022	5P01CA044991-26	5	P01	CA	26		NA	8259062	PRESS, OLIVER W.	PRESS, OLIVER W.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	2148164	NA	2148164
76287	PRETARGETED RADIOIMMUNOTHERAPY OF CD20+ LYMPHOMAS		NCI	8759941	2R01CA076287-15	2	R01	CA	15		NA	8259062	PRESS, OLIVER W.	PRESS, OLIVER W.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	405431	NA	405431
138720	BONE MARROW TRANSPLANTATION FOR HEMATOLOGIC MALIGNANCIES USING NOVEL RADIOIMMUNOT		NCI	8774787	3R01CA138720-05S1	3	R01	CA	5	S1	NA	8259062	PRESS, OLIVER W.	PRESS, OLIVER W.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	64750	NA	64750
138720	BONE MARROW TRANSPLANTATION FOR HEMATOLOGIC MALIGNANCIES USING NOVEL RADIOIMMUNOT		NCI	8591380	5R01CA138720-05	5	R01	CA	5		NA	8259062	PRESS, OLIVER W.	PRESS, OLIVER W.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	343617	NA	343617
154897	CD38 PRETARGETED RADIOIMMUNOTHERAPY FOR MYELOMA		NCI	8657898	5R01CA154897-04	5	R01	CA	4		NA	8259062	PRESS, OLIVER W.	PRESS, OLIVER W.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	345117	NA	345117
98583	MECHANISMS OF EPITHELIAL REMODELING DURING ORGAN DEVELOPMENT IN C. ELEGANS		NIGMS	8721437	5R01GM098583-04	5	R01	GM	4		NA	1860036	PRIESS, JAMES R	PRIESS, JAMES R	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	525535	NA	525535
107474	THE ROLE OF THE CYTOSKELETON IN GERM CELL APOPTOSIS IN C. ELEGANS		NIGMS	8720793	5R01GM107474-02	5	R01	GM	2		NA	1860036	PRIESS, JAMES R	PRIESS, JAMES R	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	320028	NA	320028
23321	PAVING THE WAY FOR A NOVEL THERAPEUTIC APPROACH TO COMBAT HIV		NIDCR	8926538	3DP2DE023321-01S1	3	DP2	DE	1	S1	NA	9239370	PRLIC, MARTIN 	PRLIC, MARTIN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	299638	NA	299638
5857	MOLECULAR DIAGNOSTICS		NCI	8733528	5P01CA018029-39	5	P01	CA	39		5857	1938875	RADICH, JERALD PATRICK	RADICH, JERALD PATRICK	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	130950	130950
175008	THE GENETICS OF POST-TRANSPLANT RELAPSE IN MYELOID MALIGNANCY		NCI	8691752	5R01CA175008-02	5	R01	CA	2		NA	1938875	RADICH, JERALD PATRICK	RADICH, JERALD PATRICK	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	354244	NA	354244
175215	SINGLE-CELL METHODS FOR ANALYSIS OF CLONAL HETEROGENEITY AND EVOLUTION IN CANCER		NCI	8655834	5R01CA175215-02	5	R01	CA	2		NA	1938875	RADICH, JERALD PATRICK	RADICH, JERALD PATRICK	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	573794	NA	573794
5275	ENDOTHELIAL-DERIVED ANGIOCRINE FACTORS IN PROGRESSION OF BRAIN TUMORS		NCI	8731828	5U54CA163167-04	5	U54	CA	4		5275	8501510	RAFI, SHAHIN 	RAFI, SHAHIN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	399944	399944
8456	NUCLEAR MEDICINE CORE		NCI	8719027	5P01CA044991-26	5	P01	CA	26		8456	7906287	RAJENDRAN, JOSEPH G	RAJENDRAN, JOSEPH G	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	601896	601896
116291	BMT CTN 1101 ANCILLARY COST-EFFECTIVENESS ANALYSIS		NHLBI	8702228	5R01HL116291-03	5	R01	HL	3		NA	1886032	RAMSEY, SCOTT D	RAMSEY, SCOTT D	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	431200	NA	431200
6496	GENOME DYNAMICS		NCI	8668333	2P01CA091955-11A1	2	P01	CA	11	A1	6496	1863901	REID, BRIAN J	REID, BRIAN J	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	1164871	1164871
6501	LEADERSHIP		NCI	8668336	2P01CA091955-11A1	2	P01	CA	11	A1	6501	1863901	REID, BRIAN J	REID, BRIAN J	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	369982	369982
91955	BARRETT'S ESOPHAGUS: PREDICTORS OF PROGRESSION		NCI	8668332	2P01CA091955-11A1	2	P01	CA	11	A1	NA	1863901	REID, BRIAN J	REID, BRIAN J	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	2528093	NA	2528093
179949	(PQA1) ASPIRIN AND INFLAMMATION: MUTATIONS; GENES; PATHWAYS AND PREVENTION		NCI	8723785	5R01CA179949-02	5	R01	CA	2		NA	1863901	REID, BRIAN J 	REID, BRIAN J	NA	LI, XIAOHONG 	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	460691	NA	460691
116446	LEUKOCYTE TELOMERE LENGTH AND CARDIOVASCULAR DISEASE IN JACKSON HEART STUDY		NHLBI	8703769	5R01HL116446-02	5	R01	HL	2		NA	1973161	REINER, ALEXANDER P 	REINER, ALEXANDER P	NA	AVIV, ABRAHAM ;WILSON, JAMES GRAHAM	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	773363	NA	773363
114536	STRATEGIES TO IMPROVE THE ADOPTIVE TRANSFER OF T CELLS		NCI	8597521	5R01CA114536-10	5	R01	CA	10		NA	2183197	RIDDELL, STANLEY R.	RIDDELL, STANLEY R.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	448945	NA	448945
136551	TARGETED THERAPY OF B CELL MALIGNANCES WITH CAR-T CELLS OF DEFINED COMPOSITION		NCI	8827126	2R01CA136551-06A1	2	R01	CA	6	A1	NA	2183197	RIDDELL, STANLEY R. 	RIDDELL, STANLEY R.	NA	JENSEN, MICHAEL C	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	579424	NA	579424
6618	TARGETED IMMUNOTHERAPY OF BREAST CANCER WITH CENTRAL MEMORY T CELLS		NCI	8728122	5P50CA138293-05	5	P50	CA	5		6618	2183197	RIDDELL, STANLEY R.	RIDDELL, STANLEY R.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	330935	330935
121568	NAIVE T CELL DEPLETION TO PREVENT GRAFT-VERSUS-HOST DISEASE		NHLBI	8693607	1R01HL121568-01A1	1	R01	HL	1	A1	NA	2183197	RIDDELL, STANLEY R. 	RIDDELL, STANLEY R.	NA	BLEAKLEY, MARIE 	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	586112	NA	586112
173570	HIGH-THROUGHPUT SEQUENCING OF THE T CELL RECEPTOR IN COLORECTAL TUMOR INFILT		NCI	8702861	1R21CA173570-01A1	1	R21	CA	1	A1	NA	9035617	ROBINS, HARLAN S.	ROBINS, HARLAN S.	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	229680	NA	229680
175353	DEEP SEQUENCING FOR MINIMAL RESIDUAL DISEASE DETECTION IN ACUTE LYMPHOBLASTIC LEU		NCI	8632909	1R01CA175353-01A1	1	R01	CA	1	A1	NA	9035617	ROBINS, HARLAN S. 	ROBINS, HARLAN S.	NA	WOOD, BRENT L;WU, DAVID 	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	660085	NA	660085
5086	DYNAMIC INFERENCE		NIGMS	8796464	1U54GM111274-01	1	U54	GM	1		5086	7354847	ROHANI, PEJMAN 	ROHANI, PEJMAN	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	299461	299461
8301	APTAMER &DENDRIMER DELIVERY OF ZN FINGER NUCLEASE &HOMING ENDONUCLEASE MRNA &CDNA		NIAID	8691708	5U19AI096111-04	5	U19	AI	4		8301	1872778	ROSSI, JOHN JOSEPH	ROSSI, JOHN JOSEPH	NA	Not Applicable	FRED HUTCHINSON CANCER RESEARCH CENTER	 	2014	NA	174167	174167
